18-04-000994, Solar ,240,3.99,2018-08-14,83.32,,21593.75, SC ,786,, BlueRaven ,Carval,1-7.18
18-04-001115, Solar ,240,3.99,2018-08-13,83.32,,22533.77, MD ,831,, Vivint ,Carval,1-7.18
18-04-001139, Solar ,120,3.99,2018-08-07,87.46,,32795.05, CA ,778,, SunRun ,Carval,1-7.18
18-04-001165, Solar ,240,3.99,2018-08-17,83.32,,18495.25, NV ,850,, TitanSolarPower ,Carval,1-7.18
18-04-001222, Solar ,240,3.99,2018-08-15,83.32,,33314.69, NV ,732,, Solcius ,Carval,1-7.18
18-04-001275, Solar ,240,4.99,2018-08-15,87.34,,25718.56, TX ,729,, Trismart ,Carval,1-7.18
18-04-001319, Solar ,240,3.99,2018-07-20,83.32,,17128.25, UT ,661,4.2, Solcius ,Carval,1-7.18
18-04-001325, Solar ,240,4.49,2018-08-16,85.62,,79146.51, CA ,710,, WestCoastSolar ,Carval,1-7.18
18-04-001350, Solar ,240,3.99,2018-08-17,83.32,,34947.61, AZ ,718,, TitanSolarPower ,Carval,1-7.18
18-04-001380, Solar ,240,3.99,2018-08-16,83.32,,49453.38, NY ,826,, Vivint ,Carval,1-7.18
18-04-001402, Solar ,240,5.99,2018-08-17,91.5,,13375.86, MI ,696,23.3, PowerHome ,Carval,1-7.18
18-04-001410, Solar ,240,3.99,2018-08-17,83.32,,16676.66, UT ,850,, OneSolar ,Carval,1-7.18
18-04-001505, Solar ,120,3.99,2018-07-20,87.46,,18665.89, CA ,737,, SunRun ,Carval,1-7.18
18-04-001524, Solar ,240,3.99,2018-08-16,83.32,,28156.33, VA ,813,, Vivint ,Carval,1-7.18
18-04-001595, Solar ,240,3.99,2018-08-14,83.32,,44398.31, NC ,720,, BlueRaven ,Carval,1-7.18
18-04-001651, Solar ,240,4.99,2018-08-16,87.34,,16946.26, CA ,703,, Solcius ,Carval,1-7.18
18-04-001729, Solar ,240,4.99,2018-08-14,87.34,,37015.31, CA ,850,, SemperSolaris ,Carval,1-7.18
18-04-001772, Solar ,144,2.99,2018-08-13,83.51,,28432.09, CA ,734,, SolarMax ,Carval,1-7.18
18-04-001777, Solar ,180,3.99,2018-08-13,85.14,,21658.14, TX ,695,17.6, ElevationSolar ,Carval,1-7.18
18-04-001932, Solar ,240,5.99,2018-08-15,91.5,,12736.01, CA ,735,, SunRun ,Carval,1-7.18
18-04-001951, Solar ,120,3.99,2018-08-15,87.46,,15563.92, SC ,850,, EcsSolar ,Carval,1-7.18
18-04-001980, Solar ,120,2.99,2018-08-14,84.66,,19084.77, CA ,708,, Sunergy ,Carval,1-7.18
18-04-002000, Solar ,240,5.99,2018-08-17,91.5,,26471.43, TX ,790,, EnvirosolarPower ,Carval,1-7.18
18-04-002040, Solar ,120,3.99,2018-08-13,87.46,,41827.93, CA ,828,, SunRun ,Carval,1-7.18
18-04-002119, Solar ,240,4.99,2018-08-15,87.34,,17115.96, CA ,785,, EnergyServicePartners ,Carval,1-7.18
18-04-002204, Solar ,240,4.99,2018-08-16,87.34,,22039.84, TX ,725,, Trismart ,Carval,1-7.18
18-04-002250, Solar ,120,3.99,2018-08-16,87.46,,24341.26, CA ,778,, SemperSolaris ,Carval,1-7.18
18-04-002265, Solar ,240,5.99,2018-08-16,91.5,,16947.2, CA ,788,, Velocity ,Carval,1-7.18
18-04-002292, Solar ,240,3.99,2018-08-15,83.32,,60439.2, CA ,773,, Sunergy ,Carval,1-7.18
18-04-002373, Solar ,240,4.99,2018-08-16,87.34,,30440.82, CA ,748,, Solcius ,Carval,1-7.18
18-04-002420, Solar ,120,2.99,2018-08-13,84.66,,20558.9, CO ,678,46.7, Ion ,Carval,1-7.18
18-04-002492, Solar ,240,3.99,2018-08-14,83.32,,15020.57, TX ,688,14.7, AltaraySolar ,Carval,1-7.18
18-05-000333, Solar ,240,5.99,2018-08-16,91.5,,45692.11, MI ,671,54.1, PowerHome ,Carval,1-7.18
18-05-000345, Solar ,240,3.99,2018-08-13,83.32,,51848.51, NV ,744,, Solcius ,Carval,1-7.18
18-05-000440, Solar ,120,2.99,2018-08-17,84.66,,33882.09, CO ,690,40.5, CAMSolar ,Carval,1-7.18
18-05-000541, Solar ,240,3.99,2018-08-17,83.32,,18144.21, UT ,835,, Intermountain ,Carval,1-7.18
18-05-000692, Solar ,240,3.99,2018-08-16,83.32,,8759.74, CO ,739,, Ion ,Carval,1-7.18
18-05-000713, Solar ,240,4.99,2018-08-15,87.34,,11207.08, TX ,774,, Trismart ,Carval,1-7.18
18-05-000817, Solar ,240,3.99,2018-08-15,83.32,,29369.79, CA ,714,, Sunfinity ,Carval,1-7.18
18-05-001025, Solar ,240,5.99,2018-07-24,91.5,,16446.76, CA ,701,, SunRun ,Carval,1-7.18
18-05-001120, Solar ,240,4.99,2018-08-16,87.34,,51434.48, TX ,720,, AltaraySolar ,Carval,1-7.18
18-05-001130, Solar ,240,3.99,2018-08-17,83.32,,36787.05, NV ,716,, TitanSolarPower ,Carval,1-7.18
18-05-001226, Solar ,240,3.99,2018-08-17,83.32,,24096.94, NV ,749,, TitanSolarPower ,Carval,1-7.18
18-05-001267, Solar ,240,3.99,2018-08-17,83.32,,41041.26, NV ,693,50.6, TitanSolarPower ,Carval,1-7.18
18-05-001305, Solar ,180,3.99,2018-08-14,85.14,,11637.33, TX ,725,, ElevationSolar ,Carval,1-7.18
18-05-001309, Solar ,240,3.99,2018-08-17,83.32,,27735.79, NV ,780,, TitanSolarPower ,Carval,1-7.18
18-05-001370, Solar ,240,3.99,2018-08-14,83.32,,41723.38, AZ ,717,, SolarTopps ,Carval,1-7.18
18-05-001447, Solar ,240,4.99,2018-08-14,87.34,,18949.97, CA ,778,, SemperSolaris ,Carval,1-7.18
18-05-001502, Solar ,240,3.99,2018-08-13,83.32,,22496.2, TX ,701,, ErusEnergy ,Carval,1-7.18
18-05-001659, Solar ,240,3.99,2018-08-14,83.32,,16500.1, OR ,816,, BlueRaven ,Carval,1-7.18
18-05-001683, Solar ,240,3.99,2018-08-13,83.32,,23872.43, SC ,747,, BlueRaven ,Carval,1-7.18
18-05-001702, Solar ,240,3.99,2018-08-17,83.32,,16874.28, NV ,750,, QuickSystems ,Carval,1-7.18
18-05-001775, Solar ,240,3.99,2018-08-17,83.32,,22064.89, NV ,805,, QuickSystems ,Carval,1-7.18
18-05-001806, Solar ,240,3.99,2018-08-14,83.32,,30131.27, TX ,731,, ErusEnergy ,Carval,1-7.18
18-05-001820, Solar ,240,3.99,2018-08-15,83.32,,12098.35, CA ,689,34.4, InfinityEnergy ,Carval,1-7.18
18-05-001827, Solar ,120,3.99,2018-08-08,87.46,,38516.95, CA ,845,, SunRun ,Carval,1-7.18
18-05-001850, Solar ,240,3.99,2018-08-14,83.32,,18790.74, TX ,746,, WellsSolar ,Carval,1-7.18
18-05-001873, Solar ,240,4.99,2018-08-13,87.34,,22319.53, AZ ,687,15.6, Solcius ,Carval,1-7.18
18-05-001938, Solar ,240,3.99,2018-08-14,83.32,,30041.15, CA ,714,, NewPower ,Carval,1-7.18
18-05-001958, Solar ,240,3.99,2018-08-17,83.32,,35122.71, NV ,828,, EmpireSolar ,Carval,1-7.18
18-05-001969, Solar ,240,5.99,2018-08-16,91.5,,27406.64, TX ,825,, EnvirosolarPower ,Carval,1-7.18
18-05-001970, Solar ,240,3.99,2018-08-13,83.32,,15736.91, SC ,809,, BlueRaven ,Carval,1-7.18
18-05-002050, Solar ,180,3.99,2018-08-17,85.14,,35458.2, MA ,802,, BrightPlanet ,Carval,1-7.18
18-05-002079, Solar ,240,3.99,2018-08-16,83.32,,26629.64, CO ,705,, Ion ,Carval,1-7.18
18-05-002115, Solar ,120,3.99,2018-08-08,87.46,,18462.17, CA ,823,, SunRun ,Carval,1-7.18
18-05-002128, Solar ,240,3.99,2018-08-14,83.32,,20144.26, TX ,729,, ErusEnergy ,Carval,1-7.18
18-05-002130, Solar ,240,5.99,2018-08-06,91.5,,22829.96, CA ,665,36.5, SunRun ,Carval,1-7.18
18-05-002220, Solar ,240,5.99,2018-08-14,91.5,,16005.19, CA ,831,, SunRun ,Carval,1-7.18
18-05-002302, Solar ,240,3.99,2018-08-14,83.32,,29452.01, AZ ,716,, ElevationSolar ,Carval,1-7.18
18-05-002396, Solar ,240,5.99,2018-08-16,91.5,,21038.04, CA ,714,, Velocity ,Carval,1-7.18
18-05-002407, Solar ,240,3.99,2018-08-17,83.32,,18298.46, NV ,697,21.4, FreedomForever ,Carval,1-7.18
18-05-002827, Solar ,240,3.99,2018-08-16,83.32,,22024.52, TX ,708,, AltaraySolar ,Carval,1-7.18
18-06-000493, Solar ,240,5.99,2018-07-16,91.5,,33638.47, AZ ,735,, SunRun ,Carval,1-7.18
18-06-000902, Solar ,120,3.99,2018-07-30,87.46,,12098.04, NY ,806,,1,Carval,1-7.18
18-06-001254, Solar ,240,3.99,2018-08-15,83.32,,18897.62, UT ,693,48.3, Solcius ,Carval,1-7.18
18-06-001266, Solar ,240,4.99,2018-08-13,87.34,,27013.42, NY ,671,6.3,1,Carval,1-7.18
18-06-001333, Solar ,240,4.99,2018-08-15,87.34,,12327.8, TX ,850,, Trismart ,Carval,1-7.18
18-06-001473, Solar ,240,3.99,2018-08-15,83.32,,11389.14, CO ,715,, Ion ,Carval,1-7.18
18-06-001474, Solar ,240,3.99,2018-08-03,83.32,,27197.27, CO ,772,, BlueRaven ,Carval,1-7.18
18-06-001478, Solar ,240,3.99,2018-08-17,83.32,,24399.52, TX ,706,, CAMSolar ,Carval,1-7.18
18-06-001556, Solar ,240,5.99,2018-08-15,91.5,,34947.33, NC ,729,, PowerHome ,Carval,1-7.18
18-06-001557, Solar ,240,3.99,2018-08-13,83.32,,33375, VA ,787,, Vivint ,Carval,1-7.18
18-06-001563, Solar ,240,4.99,2018-08-15,87.34,,29065.4, CA ,808,,1,Carval,1-7.18
18-06-001566, Solar ,240,4.99,2018-08-16,87.34,,40900.04, TX ,738,, Trismart ,Carval,1-7.18
18-06-001613, Solar ,240,3.99,2018-08-17,83.32,,50561.96, NC ,714,, BlueRaven ,Carval,1-7.18
18-06-001676, Solar ,240,3.99,2018-08-14,83.32,,15840.86, NC ,802,, BlueRaven ,Carval,1-7.18
18-06-001682, Solar ,240,3.99,2018-08-16,83.32,,19742.81, NV ,723,, Ion ,Carval,1-7.18
18-06-001767, Solar ,240,3.99,2018-08-17,83.32,,30053.84, IL ,850,, BlueRaven ,Carval,1-7.18
18-06-001796, Solar ,120,2.99,2018-08-17,84.66,,15030.94, TX ,850,, CAMSolar ,Carval,1-7.18
18-06-001803, Solar ,240,5.99,2018-07-30,91.5,,19760.98, CA ,772,, SunRun ,Carval,1-7.18
18-06-001862, Solar ,240,3.99,2018-08-15,83.32,,14078.3, TX ,718,, Sunfinity ,Carval,1-7.18
18-06-001865, Solar ,240,3.99,2018-08-14,83.32,,42758.57, NM ,789,, ErusEnergy ,Carval,1-7.18
18-06-001962, Solar ,240,3.99,2018-08-17,83.32,,23847.62, AZ ,793,, FreedomForever ,Carval,1-7.18
18-06-001996, Solar ,240,4.99,2018-08-14,87.34,,17114.21, NV ,668,36, QuickSystems ,Carval,1-7.18
18-06-002025, Solar ,240,5.99,2018-08-14,91.5,,11759.65, NM ,730,, NMSolarGroup ,Carval,1-7.18
18-06-002038, Solar ,240,3.99,2018-08-14,83.32,,14826.98, NV ,736,, ElevationSolar ,Carval,1-7.18
18-06-002165, Solar ,120,2.99,2018-08-14,84.66,,19934.01, CO ,725,, BlueRaven ,Carval,1-7.18
18-06-002169, Solar ,240,3.99,2018-08-17,83.32,,15259.14, TX ,727,, ErusEnergy ,Carval,1-7.18
18-06-002229, Solar ,240,3.99,2018-08-14,83.32,,16823.05, CA ,707,, BrightPlanet ,Carval,1-7.18
18-06-002243, Solar ,180,4.99,2018-08-14,88.39,,32738.87, CA ,682,34.8, SemperSolaris ,Carval,1-7.18
18-06-002250, Solar ,120,2.99,2018-08-17,84.66,,26678.38, CA ,795,, FreedomForever ,Carval,1-7.18
18-06-002272, Solar ,240,3.99,2018-08-14,83.32,,30898.98, CO ,783,, BlueRaven ,Carval,1-7.18
18-06-002304, Solar ,240,3.99,2018-08-13,83.32,,15220.3, CO ,841,, BlueRaven ,Carval,1-7.18
18-06-002338, Solar ,240,3.99,2018-08-17,83.32,,19571.73, CA ,831,, InfinityEnergy ,Carval,1-7.18
18-06-002391, Solar ,240,3.99,2018-08-14,83.32,,19660.27, CO ,696,26.3, TotalSolar ,Carval,1-7.18
18-06-002397, Solar ,120,3.99,2018-08-10,87.46,,20183.25, CA ,833,, SunRun ,Carval,1-7.18
18-06-002422, Solar ,240,3.99,2018-08-14,83.32,,30824.72, CO ,731,, BlueRaven ,Carval,1-7.18
18-07-000473, Solar ,240,3.99,2018-08-13,83.32,,18999.3, NV ,725,, Solcius ,Carval,1-7.18
18-07-000584, Solar ,120,3.99,2018-06-26,87.46,,17550.43, CA ,690,43.1, SunRun ,Carval,1-7.18
18-07-000726, Solar ,120,3.99,2018-07-17,87.46,,29881.44, AZ ,738,, SunRun ,Carval,1-7.18
18-07-000776, Solar ,240,3.99,2018-08-15,83.32,,30037.29, CA ,795,, Sunfinity ,Carval,1-7.18
18-07-000804, Solar ,240,4.99,2018-08-14,87.34,,21844.48, MA ,823,, CriusEnergy ,Carval,1-7.18
18-07-000831, Solar ,240,3.99,2018-08-13,83.32,,17141.52, NV ,692,36.5, BlueRaven ,Carval,1-7.18
18-07-000916, Solar ,240,3.99,2018-08-14,83.32,,17145.98, NV ,772,, BlueRaven ,Carval,1-7.18
18-07-000942, Solar ,240,3.99,2018-08-17,83.32,,41691.65, NV ,700,, TitanSolarPower ,Carval,1-7.18
18-07-001074, Solar ,120,3.99,2018-06-29,87.46,,35232.14, AZ ,824,, SunRun ,Carval,1-7.18
18-07-001104, Solar ,240,3.99,2018-08-17,83.32,,21173.94, NV ,709,, TitanSolarPower ,Carval,1-7.18
18-07-001122, Solar ,120,3.99,2018-08-06,87.46,,34920.72, CA ,815,, SunRun ,Carval,1-7.18
18-07-001153, Solar ,240,3.99,2018-08-16,83.32,,27530.64, NV ,785,, ArcadiaSolar ,Carval,1-7.18
18-07-001238, Solar ,240,3.99,2018-08-17,83.32,,26615.95, NV ,812,, TitanSolarPower ,Carval,1-7.18
18-07-001339, Solar ,240,3.99,2018-08-15,83.32,,18334.42, TX ,850,, SpeirInno ,Carval,1-7.18
18-07-001358, Solar ,240,3.99,2018-08-14,83.32,,31657.53, CO ,726,, BlueRaven ,Carval,1-7.18
18-07-001405, Solar+Storage ,120,3.99,2018-07-31,87.46,,16290.88, CA ,770,, SunRun ,Carval,1-7.18
18-07-001457, Solar ,240,3.99,2018-08-13,83.32,,12941.89, OR ,790,, BlueRaven ,Carval,1-7.18
18-07-001473, Solar ,240,3.99,2018-08-15,83.32,,21802.07, TX ,811,, WellsSolar ,Carval,1-7.18
18-07-001535, Solar ,240,5.99,2018-08-13,91.5,,12661.39, OH ,708,, PowerHome ,Carval,1-7.18
18-07-001553, Solar ,240,5.99,2018-08-17,91.5,,28765.01, VA ,679,37.4, PowerHome ,Carval,1-7.18
18-07-001609, Solar ,240,4.99,2018-08-15,87.34,,21954, CA ,662,36.3, SolarMax ,Carval,1-7.18
18-07-001657, Solar ,240,4.99,2018-08-15,87.34,,37976.37, TX ,824,, Trismart ,Carval,1-7.18
18-07-001658, Solar ,120,3.99,2018-08-15,87.46,,16827.64, TX ,687,42.1, Trismart ,Carval,1-7.18
18-07-001789, Solar+Storage ,240,5.99,2018-08-08,91.5,,28456.33, CA ,671,43.8, SunRun ,Carval,1-7.18
18-07-001863, Solar ,120,3.99,2018-08-15,87.46,,31251.32, TX ,666,54.7, Trismart ,Carval,1-7.18
18-07-001888, Solar ,240,3.99,2018-08-13,83.32,,32223.28, CO ,832,, Ion ,Carval,1-7.18
18-07-001923, Solar ,240,3.99,2018-08-14,83.32,,17258.63, NM ,709,, ErusEnergy ,Carval,1-7.18
18-07-001935, Solar ,144,2.99,2018-08-16,83.51,,20311.73, CA ,722,, SolarMax ,Carval,1-7.18
18-07-001979, Solar ,240,5.99,2018-08-13,91.5,,16466.41, TX ,715,, NMSolarGroup ,Carval,1-7.18
18-07-001991, Solar ,240,3.99,2018-08-17,83.32,,29880.41, CO ,697,40, Ion ,Carval,1-7.18
18-07-002011, Solar ,120,3.99,2018-08-09,87.46,,21669.58, CA ,793,, SunRun ,Carval,1-7.18
18-07-002020, Solar+Storage ,240,4.99,2018-08-15,87.34,,20546.33, TX ,796,, Trismart ,Carval,1-7.18
18-07-002123, Solar ,240,3.99,2018-08-13,83.32,,26807.66, ID ,745,, BlueRaven ,Carval,1-7.18
18-07-002199, Solar ,144,2.99,2018-08-17,83.51,,16521.37, CA ,718,, SolarMax ,Carval,1-7.18
18-07-002227, Solar ,240,4.99,2018-08-16,87.34,,21603.36, CA ,735,, Solcius ,Carval,1-7.18
18-07-002243, Solar ,240,3.99,2018-08-13,83.32,,12744.93, ID ,836,, BlueRaven ,Carval,1-7.18
18-07-002257, Solar ,240,3.99,2018-08-16,83.32,,12910.19, TX ,723,, ErusEnergy ,Carval,1-7.18
18-07-002266, Solar ,240,3.99,2018-08-14,83.32,,18169.06, ID ,794,, BlueRaven ,Carval,1-7.18
18-07-002425, Solar ,240,3.99,2018-08-13,83.32,,12981.94, CA ,669,39.4, JKSolar ,Carval,1-7.18
18-07-002489, Solar ,240,3.99,2018-08-14,83.32,,20725.89, CA ,716,, InfinityEnergy ,Carval,1-7.18
18-07-002508, Solar ,240,3.99,2018-08-17,83.32,,37480.79, MA ,703,, BrightPlanet ,Carval,1-7.18
18-07-002530, Solar ,240,3.99,2018-08-17,83.32,,14788.02, CA ,674,34.9, EnergyServicePartners ,Carval,1-7.18
18-07-002621, Solar ,240,4.99,2018-08-16,87.34,,39450.6, NV ,728,, FreedomForever ,Carval,1-7.18
18-07-002709, Solar ,240,4.49,2018-08-13,85.62,,31558.74, CA ,728,, WestCoastSolar ,Carval,1-7.18
18-07-002836, Solar ,240,5.99,2018-08-16,91.5,,40055.87, OK ,697,49.6, EnvirosolarPower ,Carval,1-7.18
18-08-000721, Solar ,240,3.99,2018-08-13,83.32,,27365.16, CO ,819,, BlueRaven ,Carval,1-7.18
18-08-000872, Solar ,240,4.99,2018-08-17,87.34,,15550.7, RI ,816,, CriusEnergy ,Carval,1-7.18
18-08-000925, Solar ,180,3.99,2018-08-17,85.14,,34011.19, NJ ,715,, Complete ,Carval,1-7.18
18-08-001124, Solar ,240,3.99,2018-08-16,83.32,,43413.33, NY ,701,, Vivint ,Carval,1-7.18
18-08-001177, Solar ,240,4.99,2018-08-17,87.34,,20833.93, CA ,792,, Solcius ,Carval,1-7.18
18-08-001221, Solar ,240,3.99,2018-08-16,83.32,,28609.34, TX ,788,, ErusEnergy ,Carval,1-7.18
18-08-001317, Solar ,240,4.99,2018-08-13,87.34,,25183.79, CT ,846,,1,Carval,1-7.18
18-08-001490, Solar ,240,4.99,2018-08-15,87.34,,22646.02, CA ,705,, FreedomForever ,Carval,1-7.18
18-08-001520, Solar ,240,4.99,2018-08-17,87.34,,53945.11, CA ,826,, Solcius ,Carval,1-7.18
18-08-001608, Solar ,240,3.99,2018-08-09,83.32,,15030.22, UT ,716,, OneSolar ,Carval,1-7.18
18-08-001713, Solar ,240,5.99,2018-08-13,91.5,,4586.37, NM ,792,, NMSolarGroup ,Carval,1-7.18
18-08-001784, Solar ,240,3.99,2018-08-17,83.32,,10572.17, TX ,692,51.9, CAMSolar ,Carval,1-7.18
18-08-001805, Solar ,240,4.99,2018-08-16,87.34,,14870.52, FL ,806,, SunRun ,Carval,1-7.18
18-08-001810, Solar ,120,3.99,2018-08-09,87.46,,18882.18, CA ,791,, SunRun ,Carval,1-7.18
18-08-001840, Solar ,120,3.99,2018-08-06,87.46,,77092.41, CA ,784,, SunRun ,Carval,1-7.18
18-08-001887, Solar ,240,3.99,2018-08-14,83.32,,39253.77, CA ,819,, SolarEnergyCollective ,Carval,1-7.18
18-08-001904, Solar ,240,3.99,2018-08-13,83.32,,14260.02, FL ,705,, Vivint ,Carval,1-7.18
18-08-001936, Solar ,240,5.99,2018-08-17,91.5,,13272.36, CA ,801,, Solcius ,Carval,1-7.18
18-08-002086, Solar ,240,3.99,2018-08-15,83.32,,19404.1, TX ,753,, SpeirInno ,Carval,1-7.18
18-08-002194, Solar ,240,5.99,2018-08-15,91.5,,27423.38, NC ,843,, PowerHome ,Carval,1-7.18
18-08-002210, Solar ,240,3.99,2018-08-17,83.32,,17563.03, AZ ,688,38.3, ElevationSolar ,Carval,1-7.18
18-08-002232, Solar ,120,3.99,2018-08-15,87.46,,20632.18, CA ,818,, SunRun ,Carval,1-7.18
18-08-002366, Solar ,240,3.99,2018-08-14,83.32,,28696.81, AZ ,805,, ArcadiaSolar ,Carval,1-7.18
18-08-002446, Solar ,240,3.99,2018-08-14,83.32,,36580.11, AZ ,711,, ArcadiaSolar ,Carval,1-7.18
18-08-002473, Solar ,240,3.99,2018-08-16,83.32,,20439.42, NV ,850,, FreedomForever ,Carval,1-7.18
18-08-002602, Solar ,240,3.99,2018-08-16,83.32,,25403.28, AZ ,770,, ArcadiaSolar ,Carval,1-7.18
18-08-002646, Solar ,240,4.99,2018-08-17,87.34,,10723.81, CA ,801,, Solcius ,Carval,1-7.18
18-08-002868, Solar ,120,2.99,2018-08-17,84.66,,16941.05, WI ,740,, SunRun ,Carval,1-7.18
18-09-000509, Solar ,240,3.99,2018-08-17,83.32,,33083.15, NY ,834,, Solcius ,Carval,1-7.18
18-09-000689, Solar+Storage ,120,3.99,2018-07-31,87.46,,26414.07, CA ,755,, SunRun ,Carval,1-7.18
18-09-000729, Solar ,240,4.99,2018-08-13,87.34,,20648.01, CA ,681,47.2, SemperSolaris ,Carval,1-7.18
18-09-000848, Solar+Storage ,240,5.99,2018-08-02,91.5,,21425.82, CA ,813,, SunRun ,Carval,1-7.18
18-09-000926, Solar+Storage ,240,5.99,2018-06-29,91.5,,29298.88, CA ,833,, SunRun ,Carval,1-7.18
18-09-001001, Solar ,180,3.99,2018-08-15,85.14,,28463.02, NJ ,836,, Complete ,Carval,1-7.18
18-09-001004, Solar ,240,3.99,2018-08-17,83.32,,20960.06, NV ,744,, TitanSolarPower ,Carval,1-7.18
18-09-001018, Solar ,240,5.99,2018-08-13,91.5,,34959.6, NC ,732,, PowerHome ,Carval,1-7.18
18-09-001058, Solar ,240,4.99,2018-08-16,87.34,,12963.59, NM ,700,, Ion ,Carval,1-7.18
18-09-001065, Solar ,240,3.99,2018-08-17,83.32,,18963.86, NV ,693,27.1, TitanSolarPower ,Carval,1-7.18
18-09-001076, Solar ,120,3.99,2018-08-10,87.46,,30102.94, CA ,784,, SunRun ,Carval,1-7.18
18-09-001146, Solar ,240,5.99,2018-08-06,91.5,,31571.78, CA ,730,, SunRun ,Carval,1-7.18
18-09-001155, Solar ,240,3.99,2018-08-14,83.32,,13768.85, NM ,705,, ErusEnergy ,Carval,1-7.18
18-09-001303, Solar ,240,3.99,2018-08-13,83.32,,24955.05, FL ,804,, Vivint ,Carval,1-7.18
18-09-001462, Solar ,240,3.99,2018-08-16,83.32,,18846.81, CT ,770,, Vivint ,Carval,1-7.18
18-09-001509, Solar ,240,3.99,2018-08-14,83.32,,24518.58, UT ,741,, Solcius ,Carval,1-7.18
18-09-001513, Solar ,240,3.99,2018-08-14,83.32,,19610.2, CA ,704,, CaliforniaSolarSystems ,Carval,1-7.18
18-09-001577, Solar ,240,4.99,2018-08-13,87.34,,16337.96, CA ,821,, SemperSolaris ,Carval,1-7.18
18-09-001608, Solar ,144,2.99,2018-08-13,83.51,,33584.22, CA ,714,, GreenSolarTech ,Carval,1-7.18
18-09-001660, Solar ,240,3.99,2018-08-13,83.32,,27654.76, SC ,735,, BlueRaven ,Carval,1-7.18
18-09-001763, Solar ,240,3.99,2018-08-17,83.32,,10006.83, CA ,663,46, Solcius ,Carval,1-7.18
18-09-001807, Solar ,240,4.99,2018-08-16,87.34,,29934.35, TX ,804,, Trismart ,Carval,1-7.18
18-09-001983, Solar ,240,3.99,2018-08-17,83.32,,8586.81, TX ,719,, WellsSolar ,Carval,1-7.18
18-09-002092, Solar ,120,2.99,2018-08-16,84.66,,13843.63, NV ,692,41.6, Vivint ,Carval,1-7.18
18-09-002123, Solar ,240,5.99,2018-08-08,91.5,,39050.44, CA ,789,, SunRun ,Carval,1-7.18
18-09-002167, Solar ,240,3.99,2018-08-15,83.32,,17811.28, CO ,741,, BlueRaven ,Carval,1-7.18
18-09-002189, Solar ,240,3.99,2018-08-15,83.32,,19349.02, CA ,756,, FreedomForever ,Carval,1-7.18
18-09-002423, Solar ,240,4.99,2018-08-13,87.34,,17971.85, CA ,810,, EnergyServicePartners ,Carval,1-7.18
18-09-002455, Solar ,240,3.99,2018-08-17,83.32,,23639.16, AZ ,736,, ArcadiaSolar ,Carval,1-7.18
18-09-002470, Solar ,240,3.99,2018-08-16,83.32,,26733.92, CA ,760,, NewPower ,Carval,1-7.18
18-09-002523, Solar ,240,4.99,2018-08-17,87.34,,30289.06, CA ,667,29.6, EnergyServicePartners ,Carval,1-7.18
18-09-002547, Solar ,240,5.99,2018-08-17,91.5,,23305.85, OK ,679,47.4, EnvirosolarPower ,Carval,1-7.18
18-09-002655, Solar ,240,4.99,2018-08-17,87.34,,9703.61, TX ,666,39, AltaraySolar ,Carval,1-7.18
18-10-000436, Solar ,240,3.99,2018-08-15,83.32,,38158.2, NV ,818,, Solcius ,Carval,1-7.18
18-10-000579, Solar ,120,3.99,2018-07-16,87.46,,15257.4, CA ,760,, SunRun ,Carval,1-7.18
18-10-000924, Solar ,240,5.99,2018-08-13,91.5,,17988.94, CA ,668,47.7, SunRun ,Carval,1-7.18
18-10-000991, Solar ,240,5.99,2018-08-15,91.5,,11156, NM ,725,, NMSolarGroup ,Carval,1-7.18
18-10-000994, Solar ,240,3.99,2018-08-15,83.32,,22497.93, CO ,840,, EmpireSolar ,Carval,1-7.18
18-10-001068, Solar ,240,3.99,2018-08-17,83.32,,15684.4, NV ,798,, TitanSolarPower ,Carval,1-7.18
18-10-001250, Solar ,240,5.99,2018-08-14,91.5,,18061.4, CA ,691,35.8, SunRun ,Carval,1-7.18
18-10-001440, Solar ,240,3.99,2018-08-13,83.32,,19849.74, CO ,756,, BlueRaven ,Carval,1-7.18
18-10-001469, Solar ,240,3.99,2018-08-16,83.32,,20660.7, UT ,806,, Vivint ,Carval,1-7.18
18-10-001665, Solar ,240,4.99,2018-08-14,87.34,,16813.21, TX ,794,, Trismart ,Carval,1-7.18
18-10-001689, Solar ,240,3.99,2018-08-14,83.32,,31266.17, SC ,667,48, PalmettoSolar ,Carval,1-7.18
18-10-001704, Solar ,240,4.99,2018-08-13,87.34,,37646.71, CA ,749,, Solcius ,Carval,1-7.18
18-10-001718, Solar ,240,5.99,2018-08-13,91.5,,30300.76, NC ,696,29.5, PowerHome ,Carval,1-7.18
18-10-001719, Solar ,240,3.99,2018-08-13,83.32,,21841.88, NC ,850,, BlueRaven ,Carval,1-7.18
18-10-001726, Solar ,240,3.99,2018-08-15,83.32,,16170.08, TX ,835,, SpeirInno ,Carval,1-7.18
18-10-001843, Solar+Storage ,120,3.99,2018-07-31,87.46,,27493.05, CA ,707,, SunRun ,Carval,1-7.18
18-10-001844, Solar+Storage ,120,3.99,2018-08-07,87.46,,35647.33, CA ,806,, SunRun ,Carval,1-7.18
18-10-001849, Solar ,240,3.99,2018-08-15,83.32,,34933.37, CA ,740,, FreedomForever ,Carval,1-7.18
18-10-001856, Solar+Storage ,120,3.99,2018-08-10,87.46,,30954.25, CA ,833,, SunRun ,Carval,1-7.18
